agari_id,kyoku_id,hanchan_id,room_class_label,agari_epoch_s,winner_rel_seat,winner_name,from_rel_seat,from_name,is_tsumo,winning_tile_136,winning_tile_37_text,deal_in_discard_id,deal_in_round_discard_index,estimated_danger_percent,danger_estimate_source
20260417024038_0000_agari_175,20260417024038_0000,20260417024038,,1776361425,3,やんわり,1,Kanako_,0,64,8p,20260417024038_0000_063,63,4.0,synthetic_tile
20260417024038_0100_agari_308,20260417024038_0100,20260417024038,,1776361571,0,s6u,2,alice7,0,75,1s,20260417024038_0100_048,48,1.0,synthetic_tile
20260417024038_0200_agari_493,20260417024038_0200,20260417024038,,1776361794,2,alice7,1,Kanako_,0,41,2p,20260417024038_0200_066,66,10.2,synthetic_tile
20260417024038_0300_agari_600,20260417024038_0300,20260417024038,,1776361913,3,やんわり,1,Kanako_,0,35,9m,20260417024038_0300_038,38,15.3,synthetic_tile
20260417024038_0501_agari_860,20260417024038_0501,20260417024038,,1776362225,2,alice7,0,s6u,0,38,1p,20260417024038_0501_026,26,11.1,self_pre_discard_hand
20260417024038_0502_agari_1045,20260417024038_0502,20260417024038,,1776362463,0,s6u,1,Kanako_,0,39,1p,20260417024038_0502_067,67,57.0,synthetic_tile
20260417024038_0600_agari_1153,20260417024038_0600,20260417024038,,1776362601,0,s6u,0,s6u,1,74,1s,,,,
20260417030358_0000_agari_158,20260417030358_0000,20260417030358,特上卓,1776362787,2,怯怯,1,Kanako_,0,94,6s,20260417030358_0000_056,56,4.0,synthetic_tile
20260417030358_0201_agari_527,20260417030358_0201,20260417030358,特上卓,1776363237,1,Kanako_,3,FridaW89,0,85,4s,20260417030358_0201_064,64,22.3,synthetic_tile
20260417030358_0300_agari_699,20260417030358_0300,20260417030358,特上卓,1776363441,2,怯怯,2,怯怯,1,84,4s,,,,
20260417030358_0400_agari_835,20260417030358_0400,20260417030358,特上卓,1776363606,0,s6u,0,s6u,1,46,3p,,,,
20260417030358_0501_agari_1169,20260417030358_0501,20260417030358,特上卓,1776363980,2,怯怯,2,怯怯,1,23,6m,,,,
20260417030358_0502_agari_1287,20260417030358_0502,20260417030358,特上卓,1776364120,2,怯怯,2,怯怯,1,53,5p,,,,
20260417030358_0503_agari_1398,20260417030358_0503,20260417030358,特上卓,1776364235,2,怯怯,0,s6u,0,70,9p,20260417030358_0503_041,41,17.4,self_pre_discard_hand
20260417030358_0504_agari_1571,20260417030358_0504,20260417030358,特上卓,1776364443,3,FridaW89,3,FridaW89,1,90,5s,,,,
20260417030358_0600_agari_1708,20260417030358_0600,20260417030358,特上卓,1776364603,0,s6u,3,FridaW89,0,81,3s,20260417030358_0600_048,48,19.6,synthetic_tile
20260417030358_0600_agari_1709,20260417030358_0600,20260417030358,特上卓,1776364603,1,Kanako_,3,FridaW89,0,81,3s,20260417030358_0600_048,48,22.7,synthetic_tile
20260417030358_0700_agari_1823,20260417030358_0700,20260417030358,特上卓,1776364722,0,s6u,1,Kanako_,0,37,1p,20260417030358_0700_041,41,17.5,synthetic_tile
20260417030358_0701_agari_2011,20260417030358_0701,20260417030358,特上卓,1776364993,2,怯怯,1,Kanako_,0,15,4m,20260417030358_0701_066,66,30.3,synthetic_tile
20260417123543_0000_agari_085,20260417123543_0000,20260417123543,特上卓,1776397010,0,s6u,2,怪我の功名,0,10,3m,20260417123543_0000_020,20,13.8,synthetic_tile
20260417123543_0001_agari_176,20260417123543_0001,20260417123543,特上卓,1776397136,3,かず坊,1,mlicca,0,44,3p,20260417123543_0001_029,29,17.5,synthetic_tile
20260417123543_0100_agari_323,20260417123543_0100,20260417123543,特上卓,1776397310,0,s6u,3,かず坊,0,61,7p,20260417123543_0100_051,51,19.8,synthetic_tile
20260417123543_0200_agari_407,20260417123543_0200,20260417123543,特上卓,1776397408,2,怪我の功名,2,怪我の功名,1,46,3p,,,,
20260417123543_0201_agari_515,20260417123543_0201,20260417123543,特上卓,1776397555,0,s6u,0,s6u,1,3,1m,,,,
20260417123543_0300_agari_656,20260417123543_0300,20260417123543,特上卓,1776397779,0,s6u,0,s6u,1,14,4m,,,,
20260417123543_0400_agari_734,20260417123543_0400,20260417123543,特上卓,1776397876,0,s6u,0,s6u,1,22,6m,,,,
20260417123543_0401_agari_915,20260417123543_0401,20260417123543,特上卓,1776398152,3,かず坊,3,かず坊,1,133,7z,,,,
20260417123543_0500_agari_1041,20260417123543_0500,20260417123543,特上卓,1776398350,1,mlicca,1,mlicca,1,90,5s,,,,
20260417123543_0501_agari_1163,20260417123543_0501,20260417123543,特上卓,1776398546,0,s6u,1,mlicca,0,19,5m,20260417123543_0501_040,40,32.1,synthetic_tile
20260417123543_0600_agari_1333,20260417123543_0600,20260417123543,特上卓,1776398761,0,s6u,2,怪我の功名,0,53,5p,20260417123543_0600_062,62,52.0,synthetic_tile
20260417123543_0600_agari_1334,20260417123543_0600,20260417123543,特上卓,1776398761,1,mlicca,2,怪我の功名,0,53,5p,20260417123543_0600_062,62,22.5,synthetic_tile
20260417123543_0700_agari_1467,20260417123543_0700,20260417123543,特上卓,1776398954,1,mlicca,3,かず坊,0,69,9p,20260417123543_0700_046,46,3.8,synthetic_tile
20260417145800_0000_agari_150,20260417145800_0000,20260417145800,特上卓,1776405656,1,掉段皮人,1,掉段皮人,1,13,4m,,,,
20260417145800_0100_agari_285,20260417145800_0100,20260417145800,特上卓,1776405804,0,s6u,1,掉段皮人,0,112,2z,20260417145800_0100_049,49,1.0,synthetic_tile
20260417145800_0200_agari_370,20260417145800_0200,20260417145800,特上卓,1776405900,3,かなかなカナ？,3,かなかなカナ？,1,92,6s,,,,
20260417145800_0301_agari_039,20260417145800_0301,20260417145800,特上卓,1776406218,1,掉段皮人,1,掉段皮人,1,51,4p,,,,
20260417145800_0400_agari_079,20260417145800_0400,20260417145800,特上卓,1776406254,1,掉段皮人,1,掉段皮人,1,43,2p,,,,
20260417145800_0601_agari_445,20260417145800_0601,20260417145800,特上卓,1776406743,1,掉段皮人,3,かなかなカナ？,0,55,5p,,,,
20260417145800_0700_agari_503,20260417145800_0700,20260417145800,特上卓,1776406823,3,かなかなカナ？,2,teriri,0,68,9p,20260417145800_0700_019,19,9.3,synthetic_tile
20260417145800_0701_agari_553,20260417145800_0701,20260417145800,特上卓,1776406907,2,teriri,0,s6u,0,28,8m,20260417145800_0701_015,15,10.0,self_pre_discard_hand
20260417152341_0000_agari_105,20260417152341_0000,20260417152341,特上卓,1776407244,2,alpha@de,2,alpha@de,1,91,5s,,,,
20260417152341_0001_agari_259,20260417152341_0001,20260417152341,特上卓,1776407446,2,alpha@de,2,alpha@de,1,47,3p,,,,
20260417152341_0002_agari_397,20260417152341_0002,20260417152341,特上卓,1776407628,2,alpha@de,2,alpha@de,1,38,1p,,,,
20260417152341_0003_agari_533,20260417152341_0003,20260417152341,特上卓,1776407804,1,k2xx,1,k2xx,1,15,4m,,,,
20260417152341_0100_agari_639,20260417152341_0100,20260417152341,特上卓,1776407939,1,k2xx,3,ペンタ,0,54,5p,20260417152341_0100_038,38,15.6,synthetic_tile
20260417152341_0201_agari_324,20260417152341_0201,20260417152341,特上卓,1776408316,1,k2xx,2,alpha@de,0,64,8p,20260417152341_0201_049,49,13.1,synthetic_tile
20260417152341_0300_agari_422,20260417152341_0300,20260417152341,特上卓,1776408452,0,s6u,2,alpha@de,0,8,3m,20260417152341_0300_034,34,14.6,synthetic_tile
20260417152341_0400_agari_539,20260417152341_0400,20260417152341,特上卓,1776408584,3,ペンタ,3,ペンタ,1,60,7p,,,,
20260417152341_0601_agari_134,20260417152341_0601,20260417152341,特上卓,1776409072,2,alpha@de,2,alpha@de,1,43,2p,,,,
20260417152341_0700_agari_291,20260417152341_0700,20260417152341,特上卓,1776409255,3,ペンタ,0,s6u,0,40,2p,20260417152341_0700_055,55,25.3,self_pre_discard_hand
20260418002400_0000_agari_127,20260418002400_0000,20260418002400,特上卓,1776439568,3,厚岸,2,天江衣@門前打点,0,91,5s,20260418002400_0000_042,42,13.8,synthetic_tile
20260418002400_0103_agari_249,20260418002400_0103,20260418002400,特上卓,1776440275,0,s6u,0,s6u,1,18,5m,,,,
20260418002400_0104_agari_290,20260418002400_0104,20260418002400,特上卓,1776440327,1,'Chalo',1,'Chalo',1,131,6z,,,,
20260418002400_0303_agari_804,20260418002400_0303,20260418002400,特上卓,1776441007,1,'Chalo',2,天江衣@門前打点,0,89,5s,20260418002400_0303_040,40,20.5,synthetic_tile
20260418002400_0400_agari_978,20260418002400_0400,20260418002400,特上卓,1776441227,2,天江衣@門前打点,3,厚岸,0,71,9p,20260418002400_0400_060,60,28.1,synthetic_tile
20260418002400_0500_agari_1166,20260418002400_0500,20260418002400,特上卓,1776441478,0,s6u,0,s6u,1,11,3m,,,,
20260418002400_0602_agari_1515,20260418002400_0602,20260418002400,特上卓,1776441879,3,厚岸,3,厚岸,1,12,4m,,,,
20260418002400_0700_agari_1713,20260418002400_0700,20260418002400,特上卓,1776442144,3,厚岸,2,天江衣@門前打点,0,114,2z,20260418002400_0700_070,70,2.0,synthetic_tile
20260418010936_0000_agari_096,20260418010936_0000,20260418010936,特上卓,1776442267,3,かネ,3,かネ,1,54,5p,,,,
20260418010936_0100_agari_227,20260418010936_0100,20260418010936,特上卓,1776442407,1,ponponsn,1,ponponsn,1,12,4m,,,,
20260418010936_0200_agari_387,20260418010936_0200,20260418010936,特上卓,1776442584,1,ponponsn,3,かネ,0,62,7p,20260418010936_0200_056,56,6.0,synthetic_tile
20260418010936_0300_agari_591,20260418010936_0300,20260418010936,特上卓,1776442823,0,s6u,3,かネ,0,126,5z,20260418010936_0300_074,74,2.0,synthetic_tile
20260418010936_0301_agari_736,20260418010936_0301,20260418010936,特上卓,1776443008,1,ponponsn,0,s6u,0,54,5p,20260418010936_0301_052,52,46.5,self_pre_discard_hand
20260418010936_0400_agari_816,20260418010936_0400,20260418010936,特上卓,1776443101,2,鳳凰双花紅棍,1,ponponsn,0,4,2m,20260418010936_0400_028,28,16.6,synthetic_tile
20260418010936_0501_agari_1135,20260418010936_0501,20260418010936,特上卓,1776443485,1,ponponsn,2,鳳凰双花紅棍,0,28,8m,20260418010936_0501_044,44,11.4,synthetic_tile
20260418010936_0600_agari_1301,20260418010936_0600,20260418010936,特上卓,1776443692,2,鳳凰双花紅棍,2,鳳凰双花紅棍,1,44,3p,,,,
20260418010936_0700_agari_1393,20260418010936_0700,20260418010936,特上卓,1776443778,0,s6u,0,s6u,1,60,7p,,,,
20260418013710_0000_agari_137,20260418013710_0000,20260418013710,特上卓,1776443981,1,sjnmp001,3,ざきゆう,0,79,2s,20260418013710_0000_047,47,2.0,synthetic_tile
20260418013710_0001_agari_286,20260418013710_0001,20260418013710,特上卓,1776444188,3,ざきゆう,2,今、急所が埋まる,0,94,6s,20260418013710_0001_053,53,22.4,synthetic_tile
20260418013710_0100_agari_446,20260418013710_0100,20260418013710,特上卓,1776444409,2,今、急所が埋まる,2,今、急所が埋まる,1,92,6s,,,,
20260418013710_0101_agari_545,20260418013710_0101,20260418013710,特上卓,1776444581,2,今、急所が埋まる,0,s6u,0,79,2s,20260418013710_0101_032,32,12.4,self_pre_discard_hand
20260418013710_0202_agari_862,20260418013710_0202,20260418013710,特上卓,1776445374,3,ざきゆう,3,ざきゆう,1,25,7m,,,,
20260418013710_0203_agari_966,20260418013710_0203,20260418013710,特上卓,1776445523,3,ざきゆう,0,s6u,0,6,2m,20260418013710_0203_035,35,17.0,self_pre_discard_hand
20260418013710_0204_agari_1122,20260418013710_0204,20260418013710,特上卓,1776445741,0,s6u,2,今、急所が埋まる,0,97,7s,20260418013710_0204_055,55,6.0,synthetic_tile
20260418013710_0300_agari_1226,20260418013710_0300,20260418013710,特上卓,1776445862,2,今、急所が埋まる,3,ざきゆう,0,18,5m,20260418013710_0300_037,37,13.1,synthetic_tile
20260418013710_0400_agari_1320,20260418013710_0400,20260418013710,特上卓,1776445992,3,ざきゆう,1,sjnmp001,0,52,r5p,20260418013710_0400_030,30,12.8,synthetic_tile
20260418013710_0500_agari_1454,20260418013710_0500,20260418013710,特上卓,1776446141,3,ざきゆう,3,ざきゆう,1,49,4p,,,,
20260418013710_0600_agari_1539,20260418013710_0600,20260418013710,特上卓,1776446254,2,今、急所が埋まる,3,ざきゆう,0,29,8m,20260418013710_0600_030,30,18.5,synthetic_tile
20260418013710_0700_agari_1712,20260418013710_0700,20260418013710,特上卓,1776446449,3,ざきゆう,0,s6u,0,56,6p,20260418013710_0700_058,58,39.4,self_pre_discard_hand
20260418023443_0000_agari_109,20260418023443_0000,20260418023443,特上卓,1776447406,3,hayajin6,1,田中TNKチリコ,0,6,2m,20260418023443_0000_031,31,13.6,synthetic_tile
20260418023443_0000_agari_110,20260418023443_0000,20260418023443,特上卓,1776447406,0,s6u,1,田中TNKチリコ,0,6,2m,20260418023443_0000_031,31,15.3,synthetic_tile
20260418023443_0100_agari_217,20260418023443_0100,20260418023443,特上卓,1776447547,2,鳥澄珠烏,2,鳥澄珠烏,1,65,8p,,,,
20260418023443_0200_agari_380,20260418023443_0200,20260418023443,特上卓,1776447745,0,s6u,0,s6u,1,100,8s,,,,
20260418023443_0201_agari_480,20260418023443_0201,20260418023443,特上卓,1776447867,2,鳥澄珠烏,1,田中TNKチリコ,0,14,4m,20260418023443_0201_034,34,28.1,synthetic_tile
20260418023443_0300_agari_584,20260418023443_0300,20260418023443,特上卓,1776447991,2,鳥澄珠烏,2,鳥澄珠烏,1,62,7p,,,,
20260418023443_0400_agari_739,20260418023443_0400,20260418023443,特上卓,1776448174,2,鳥澄珠烏,2,鳥澄珠烏,1,71,9p,,,,
20260418023443_0401_agari_850,20260418023443_0401,20260418023443,特上卓,1776448325,0,s6u,2,鳥澄珠烏,0,40,2p,20260418023443_0401_039,39,7.9,synthetic_tile
20260418023443_0500_agari_973,20260418023443_0500,20260418023443,特上卓,1776448465,3,hayajin6,2,鳥澄珠烏,0,81,3s,20260418023443_0500_044,44,17.1,synthetic_tile
20260418023443_0501_agari_1055,20260418023443_0501,20260418023443,特上卓,1776448556,1,田中TNKチリコ,1,田中TNKチリコ,1,40,2p,,,,
20260418023443_0600_agari_1216,20260418023443_0600,20260418023443,特上卓,1776448773,1,田中TNKチリコ,1,田中TNKチリコ,1,13,4m,,,,
20260418023443_0700_agari_1377,20260418023443_0700,20260418023443,特上卓,1776448958,0,s6u,3,hayajin6,0,48,4p,20260418023443_0700_058,58,26.5,synthetic_tile
20260418030452_0000_agari_179,20260418030452_0000,20260418030452,特上卓,1776449338,3,example,3,example,1,65,8p,,,,
20260418030452_0001_agari_293,20260418030452_0001,20260418030452,特上卓,1776449489,2,岬の珊瑚,1,なかやまくんに君,0,31,8m,20260418030452_0001_038,38,17.3,synthetic_tile
20260418030452_0100_agari_443,20260418030452_0100,20260418030452,特上卓,1776449684,3,example,3,example,1,115,2z,,,,
20260418030452_0200_agari_588,20260418030452_0200,20260418030452,特上卓,1776449880,2,岬の珊瑚,2,岬の珊瑚,1,83,3s,,,,
20260418030452_0300_agari_784,20260418030452_0300,20260418030452,特上卓,1776450136,0,s6u,2,岬の珊瑚,0,48,4p,20260418030452_0300_072,72,2.0,synthetic_tile
20260418030452_0501_agari_1050,20260418030452_0501,20260418030452,特上卓,1776450512,0,s6u,2,岬の珊瑚,0,0,1m,20260418030452_0501_019,19,11.9,synthetic_tile
20260418030452_0502_agari_1175,20260418030452_0502,20260418030452,特上卓,1776450681,1,なかやまくんに君,1,なかやまくんに君,1,1,1m,,,,
20260418030452_0600_agari_1220,20260418030452_0600,20260418030452,特上卓,1776450750,1,なかやまくんに君,2,岬の珊瑚,0,82,3s,20260418030452_0600_015,15,16.3,synthetic_tile
20260418030452_0601_agari_1379,20260418030452_0601,20260418030452,特上卓,1776450964,1,なかやまくんに君,1,なかやまくんに君,1,44,3p,,,,
20260418030452_0602_agari_1498,20260418030452_0602,20260418030452,特上卓,1776451127,1,なかやまくんに君,2,岬の珊瑚,0,48,4p,20260418030452_0602_041,41,31.9,synthetic_tile
20260418030452_0603_agari_1663,20260418030452_0603,20260418030452,特上卓,1776451379,3,example,3,example,1,133,7z,,,,
20260418030452_0700_agari_1787,20260418030452_0700,20260418030452,特上卓,1776451572,3,example,1,なかやまくんに君,0,30,8m,20260418030452_0700_042,42,6.5,synthetic_tile
20260418035024_0203_agari_691,20260418035024_0203,20260418035024,特上卓,1776452695,1,しろてぃー,0,s6u,0,35,9m,20260418035024_0203_034,34,9.8,self_pre_discard_hand
20260418035024_0204_agari_810,20260418035024_0204,20260418035024,特上卓,1776452819,2,女騎士の意地,2,女騎士の意地,1,80,3s,,,,
20260418035024_0300_agari_913,20260418035024_0300,20260418035024,特上卓,1776452944,3,めーーぷる,2,女騎士の意地,0,32,9m,20260418035024_0300_036,36,15.8,synthetic_tile
20260418035024_0400_agari_1103,20260418035024_0400,20260418035024,特上卓,1776453201,0,s6u,3,めーーぷる,0,62,7p,20260418035024_0400_069,69,4.0,synthetic_tile
20260418035024_0500_agari_1217,20260418035024_0500,20260418035024,特上卓,1776453362,0,s6u,0,s6u,1,14,4m,,,,
20260418035024_0501_agari_1350,20260418035024_0501,20260418035024,特上卓,1776453538,0,s6u,0,s6u,1,22,6m,,,,
20260418035024_0603_agari_1629,20260418035024_0603,20260418035024,特上卓,1776453885,1,しろてぃー,2,女騎士の意地,0,98,7s,20260418035024_0603_025,25,18.2,synthetic_tile
20260418035024_0604_agari_1744,20260418035024_0604,20260418035024,特上卓,1776454049,3,めーーぷる,1,しろてぃー,0,79,2s,20260418035024_0604_041,41,9.2,synthetic_tile
20260418035024_0700_agari_1829,20260418035024_0700,20260418035024,特上卓,1776454164,1,しろてぃー,3,めーーぷる,0,102,8s,20260418035024_0700_029,29,15.6,synthetic_tile
20260418043032_0000_agari_146,20260418043032_0000,20260418043032,特上卓,1776454390,2,ルイコスタ,1,おっお,0,75,1s,20260418043032_0000_044,44,25.8,synthetic_tile
20260418043032_0001_agari_265,20260418043032_0001,20260418043032,特上卓,1776454566,1,おっお,0,s6u,0,4,2m,20260418043032_0001_042,42,17.8,self_pre_discard_hand
20260418043032_0100_agari_377,20260418043032_0100,20260418043032,特上卓,1776454736,0,s6u,1,おっお,0,106,9s,20260418043032_0100_038,38,14.9,synthetic_tile
20260418043032_0200_agari_556,20260418043032_0200,20260418043032,特上卓,1776454985,0,s6u,0,s6u,1,32,9m,,,,
20260418043032_0201_agari_666,20260418043032_0201,20260418043032,特上卓,1776455113,2,ルイコスタ,2,ルイコスタ,1,23,6m,,,,
20260418043032_0301_agari_932,20260418043032_0301,20260418043032,特上卓,1776455438,2,ルイコスタ,2,ルイコスタ,1,15,4m,,,,
20260418043032_0400_agari_1058,20260418043032_0400,20260418043032,特上卓,1776455605,0,s6u,0,s6u,1,65,8p,,,,
20260418043032_0502_agari_1393,20260418043032_0502,20260418043032,特上卓,1776456020,2,ルイコスタ,2,ルイコスタ,1,23,6m,,,,
20260418043032_0600_agari_1496,20260418043032_0600,20260418043032,特上卓,1776456157,2,ルイコスタ,3,こむぎです。,0,94,6s,20260418043032_0600_036,36,14.6,synthetic_tile
20260418043032_0701_agari_1790,20260418043032_0701,20260418043032,特上卓,1776456550,2,ルイコスタ,3,こむぎです。,0,78,2s,20260418043032_0701_033,33,15.5,synthetic_tile
20260418051224_0000_agari_144,20260418051224_0000,20260418051224,特上卓,1776456853,1,ヤギっぽいジジイ,1,ヤギっぽいジジイ,1,80,3s,,,,
20260418051224_0100_agari_228,20260418051224_0100,20260418051224,特上卓,1776456953,3,ライムちゃん,3,ライムちゃん,1,22,6m,,,,
20260418051224_0101_agari_338,20260418051224_0101,20260418051224,特上卓,1776457083,0,s6u,2,さきたま林檎,0,10,3m,20260418051224_0101_040,40,20.5,synthetic_tile
20260418051224_0200_agari_418,20260418051224_0200,20260418051224,特上卓,1776457196,1,ヤギっぽいジジイ,2,さきたま林檎,0,87,4s,20260418051224_0200_028,28,24.9,synthetic_tile
20260418051224_0300_agari_588,20260418051224_0300,20260418051224,特上卓,1776457394,0,s6u,2,さきたま林檎,0,89,5s,20260418051224_0300_061,61,19.4,synthetic_tile
20260418052453_0000_agari_124,20260418052453_0000,20260418052453,,1776457660,3,シエロクリスタ,1,縁浩,0,98,7s,20260418052453_0000_042,42,3.6,synthetic_tile
20260418052453_0100_agari_212,20260418052453_0100,20260418052453,,1776457768,3,シエロクリスタ,1,縁浩,0,37,1p,20260418052453_0100_030,30,2.9,synthetic_tile
20260418052453_0200_agari_387,20260418052453_0200,20260418052453,,1776457975,1,縁浩,3,シエロクリスタ,0,79,2s,20260418052453_0200_064,64,4.0,synthetic_tile
20260418052453_0300_agari_507,20260418052453_0300,20260418052453,,1776458146,0,s6u,2,かず坊,0,94,6s,20260418052453_0300_042,42,21.9,synthetic_tile
20260418052453_0402_agari_852,20260418052453_0402,20260418052453,,1776458564,3,シエロクリスタ,0,s6u,0,59,6p,20260418052453_0402_051,51,37.1,self_pre_discard_hand
20260418052453_0500_agari_1007,20260418052453_0500,20260418052453,,1776458753,0,s6u,0,s6u,1,50,4p,,,,
20260418052453_0600_agari_1109,20260418052453_0600,20260418052453,,1776458885,1,縁浩,2,かず坊,0,95,6s,20260418052453_0600_037,37,23.6,synthetic_tile
20260418052453_0700_agari_1195,20260418052453_0700,20260418052453,,1776458997,1,縁浩,1,縁浩,1,50,4p,,,,
20260418055720_0000_agari_185,20260418055720_0000,20260418055720,特上卓,1776459680,3,チチヤス,3,チチヤス,1,98,7s,,,,
20260418055720_0201_agari_511,20260418055720_0201,20260418055720,特上卓,1776460159,0,s6u,2,JOJO1985,0,30,8m,20260418055720_0201_042,42,12.7,synthetic_tile
20260418055720_0301_agari_864,20260418055720_0301,20260418055720,特上卓,1776460615,0,s6u,2,JOJO1985,0,18,5m,20260418055720_0301_055,55,14.0,synthetic_tile
20260418055720_0400_agari_1017,20260418055720_0400,20260418055720,特上卓,1776460852,1,suzulove,1,suzulove,1,44,3p,,,,
20260418055720_0501_agari_1320,20260418055720_0501,20260418055720,特上卓,1776461241,3,チチヤス,3,チチヤス,1,14,4m,,,,
20260418055720_0600_agari_1400,20260418055720_0600,20260418055720,特上卓,1776461350,1,suzulove,1,suzulove,1,91,5s,,,,
20260418055720_0700_agari_1539,20260418055720_0700,20260418055720,特上卓,1776461522,3,チチヤス,0,s6u,0,21,6m,20260418055720_0700_049,49,14.6,self_pre_discard_hand
20260418151453_0100_agari_195,20260418151453_0100,20260418151453,特上卓,1776493215,2,konmo,3,我是高人,0,10,3m,20260418151453_0100_063,63,18.6,synthetic_tile
20260418151453_0200_agari_310,20260418151453_0200,20260418151453,特上卓,1776493363,2,konmo,3,我是高人,0,28,8m,20260418151453_0200_041,41,4.0,synthetic_tile
20260418151453_0300_agari_438,20260418151453_0300,20260418151453,特上卓,1776493525,0,s6u,0,s6u,1,85,4s,,,,
20260418151453_0400_agari_626,20260418151453_0400,20260418151453,特上卓,1776493765,1,ぼうちゃん,1,ぼうちゃん,1,93,6s,,,,
20260418151453_0500_agari_723,20260418151453_0500,20260418151453,特上卓,1776493896,2,konmo,1,ぼうちゃん,0,20,6m,20260418151453_0500_032,32,12.6,synthetic_tile
20260418160508_0000_agari_136,20260418160508_0000,20260418160508,特上卓,1776496037,0,s6u,0,s6u,1,31,8m,,,,
20260418160508_0100_agari_287,20260418160508_0100,20260418160508,特上卓,1776496226,2,Run2,2,Run2,1,11,3m,,,,
20260418160508_0201_agari_643,20260418160508_0201,20260418160508,特上卓,1776496645,1,shunmoko,0,s6u,0,23,6m,20260418160508_0201_060,60,55.1,self_pre_discard_hand
20260418160508_0300_agari_825,20260418160508_0300,20260418160508,特上卓,1776496865,1,shunmoko,1,shunmoko,1,57,6p,,,,
20260418160508_0301_agari_912,20260418160508_0301,20260418160508,特上卓,1776496968,3,土鍋,3,土鍋,1,18,5m,,,,
20260418160508_0400_agari_1010,20260418160508_0400,20260418160508,特上卓,1776497080,1,shunmoko,2,Run2,0,76,2s,20260418160508_0400_036,36,10.2,synthetic_tile
20260418160508_0500_agari_1210,20260418160508_0500,20260418160508,特上卓,1776497326,3,土鍋,3,土鍋,1,36,1p,,,,
20260418164315_0000_agari_093,20260418164315_0000,20260418164315,,1776498285,1,ますださん,2,konmo,0,31,8m,20260418164315_0000_033,33,11.3,synthetic_tile
20260418164315_0001_agari_207,20260418164315_0001,20260418164315,,1776498412,2,konmo,2,konmo,1,40,2p,,,,
20260418164315_0101_agari_316,20260418164315_0101,20260418164315,,1776498539,3,地獄西単騎,2,konmo,0,5,2m,20260418164315_0101_038,38,17.4,synthetic_tile
20260418164315_0200_agari_439,20260418164315_0200,20260418164315,,1776498674,2,konmo,3,地獄西単騎,0,88,r5s,20260418164315_0200_045,45,14.9,synthetic_tile
20260418164315_0301_agari_559,20260418164315_0301,20260418164315,,1776498836,2,konmo,2,konmo,1,130,6z,,,,
20260418164315_0400_agari_749,20260418164315_0400,20260418164315,,1776499055,3,地獄西単騎,0,s6u,0,45,3p,20260418164315_0400_069,69,11.2,self_pre_discard_hand
20260418164315_0500_agari_848,20260418164315_0500,20260418164315,,1776499164,0,s6u,0,s6u,1,49,4p,,,,
20260418164315_0600_agari_886,20260418164315_0600,20260418164315,,1776499211,3,地獄西単騎,2,konmo,0,110,1z,20260418164315_0600_011,11,2.0,synthetic_tile
20260418164315_0601_agari_1045,20260418164315_0601,20260418164315,,1776499365,2,konmo,0,s6u,0,43,2p,20260418164315_0601_059,59,47.8,self_pre_discard_hand
20260418164315_0700_agari_1184,20260418164315_0700,20260418164315,,1776499536,2,konmo,1,ますださん,0,69,9p,20260418164315_0700_049,49,9.8,synthetic_tile
20260418172101_0000_agari_108,20260418172101_0000,20260418172101,特上卓,1776500570,3,おおはやり,0,s6u,0,84,4s,20260418172101_0000_037,37,28.5,self_pre_discard_hand
20260418172101_0100_agari_244,20260418172101_0100,20260418172101,特上卓,1776500734,2,しみしみ,3,おおはやり,0,61,7p,20260418172101_0100_048,48,6.0,synthetic_tile
20260418172101_0101_agari_338,20260418172101_0101,20260418172101,特上卓,1776500857,2,しみしみ,1,ふうちゃんパパ,0,130,6z,20260418172101_0101_033,33,2.0,synthetic_tile
20260418172101_0102_agari_535,20260418172101_0102,20260418172101,特上卓,1776501096,0,s6u,3,おおはやり,0,86,4s,20260418172101_0102_071,71,18.3,synthetic_tile
20260418172101_0201_agari_820,20260418172101_0201,20260418172101,特上卓,1776501466,1,ふうちゃんパパ,0,s6u,0,76,2s,20260418172101_0201_030,30,12.4,self_pre_discard_hand
20260418172101_0300_agari_950,20260418172101_0300,20260418172101,特上卓,1776501631,1,ふうちゃんパパ,2,しみしみ,0,85,4s,20260418172101_0300_046,46,24.4,synthetic_tile
20260418172101_0400_agari_1027,20260418172101_0400,20260418172101,特上卓,1776501738,2,しみしみ,0,s6u,0,39,1p,20260418172101_0400_027,27,8.4,self_pre_discard_hand
20260418172101_0500_agari_1077,20260418172101_0500,20260418172101,特上卓,1776501805,2,しみしみ,3,おおはやり,0,135,7z,20260418172101_0500_017,17,2.0,synthetic_tile
20260418172101_0501_agari_1212,20260418172101_0501,20260418172101,特上卓,1776501968,3,おおはやり,3,おおはやり,1,92,6s,,,,
20260419011134_0000_agari_109,20260419011134_0000,20260419011134,特上卓,1776528798,2,もってけ泥棒,0,s6u,0,123,4z,20260419011134_0000_033,33,2.0,self_pre_discard_hand
20260419011134_0100_agari_204,20260419011134_0100,20260419011134,特上卓,1776528899,3,おりどん,3,おりどん,1,5,2m,,,,
20260419011134_0200_agari_335,20260419011134_0200,20260419011134,特上卓,1776529035,2,もってけ泥棒,2,もってけ泥棒,1,22,6m,,,,
