discard_id,kyoku_id,hanchan_id,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260409110743_0700_032,20260409110743_0700,20260409110743,0700,0,s6u,114,2z,tsumogiri,1775702257,6501.593,,0,,"[56,65,44,51,15,13,23,47,53,6,114]",,,,2446m 334568p 2z,,,,1,1,,,0,,,,,,
20260409110743_0700_033,20260409110743_0700,20260409110743,0700,1,santal,75,1s,risekichu_hokan_tsumogiri,1775702258,1621.813,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_034,20260409110743_0700,20260409110743,0700,2,mezzuj-2,60,7p,risekichu_hokan_tsumogiri,1775702261,2810.479,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_035,20260409110743_0700,20260409110743,0700,3,QryanQ,74,1s,risekichu_hokan_tsumogiri,1775702263,2257.797,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_036,20260409110743_0700,20260409110743,0700,0,s6u,73,1s,tsumogiri,1775702265,1887.754,,0,,"[56,65,44,51,15,13,23,47,53,6,73]",,,,2446m 334568p 1s,,,,1,1,,,0,,,,,,
20260409110743_0700_037,20260409110743_0700,20260409110743,0700,1,santal,21,6m,risekichu_hokan_tsumogiri,1775702267,1742.182,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_038,20260409110743_0700,20260409110743,0700,2,mezzuj-2,131,6z,risekichu_hokan_tsumogiri,1775702271,3939.555,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_039,20260409110743_0700,20260409110743,0700,3,QryanQ,93,6s,risekichu_hokan_tsumogiri,1775702273,1829.157,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_040,20260409110743_0700,20260409110743,0700,0,s6u,134,7z,tsumogiri,1775702277,4813.131,,0,,"[56,65,44,51,15,13,23,47,53,6,134]",,,,2446m 334568p 7z,,,,1,1,,,0,,,,,,
20260409110743_0700_041,20260409110743_0700,20260409110743,0700,1,santal,19,5m,risekichu_hokan_tsumogiri,1775702279,1656.492,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_042,20260409110743_0700,20260409110743,0700,2,mezzuj-2,109,1z,risekichu_hokan_tsumogiri,1775702282,3166.794,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_043,20260409110743_0700,20260409110743,0700,3,QryanQ,107,9s,tedashi,1775702286,3988.571,,0,,"[56,65,44,51,15,13,23,47,53,6]",,,,2446m 334568p,,,,,,,,,,,,,,
20260409110743_0700_044,20260409110743_0700,20260409110743,0700,0,s6u,65,8p,tedashi,1775702289,2869.967,,0,,"[56,65,44,51,15,13,23,47,53,6,26]",,,,24467m 334568p,,,,1,1,,,0,,,,,,
20260409110743_0700_045,20260409110743_0700,20260409110743,0700,1,santal,4,2m,risekichu_hokan_tsumogiri,1775702291,1875.87,,1,3753.255,"[56,44,51,15,13,23,47,53,6,26]",,,,24467m 33456p,,,,,,,,,,,,,,
20260409110743_0700_046,20260409110743_0700,20260409110743,0700,2,mezzuj-2,14,4m,tedashi,1775702295,1701.265,,2,1265.811,"[56,44,51,15,13,23,47,53,6,26]",,,,24467m 33456p,,,,,,,,,,,,,,
20260409110743_0700_047,20260409110743_0700,20260409110743,0700,0,s6u,6,2m,tedashi,1775702297,1040.791,,0,,"[56,44,51,23,47,53,6,26]",,,,267m 33456p,,,,0,0,,58m,0,,,,,,
20260409110743_0700_048,20260409110743_0700,20260409110743,0700,1,santal,24,7m,risekichu_hokan_tsumogiri,1775702299,1992.734,,0,,"[56,44,51,23,47,53,26]",,,,67m 33456p,,,,,,,,,,,,,,
20260409110743_0700_049,20260409110743_0700,20260409110743,0700,2,mezzuj-2,128,6z,risekichu_hokan_tsumogiri,1775702302,2534.768,,0,,"[56,44,51,23,47,53,26]",,,,67m 33456p,,,,,,,,,,,,,,
20260409110743_0700_050,20260409110743_0700,20260409110743,0700,3,QryanQ,106,9s,tedashi,1775702304,2430.264,,0,,"[56,44,51,23,47,53,26]",,,,67m 33456p,,,,,,,,,,,,,,
20260409115526_0000_000,20260409115526_0000,20260409115526,0000,2,ff2,72,1s,tedashi,1775703333,,,1,1598.075,"[47,112,40,70,52,24,117,83,58,132,106,16,34]",,,,r579m 23r569p 39s 237z,,,,,,,,,,,,,,
20260409115526_0000_001,20260409115526_0000,20260409115526,0000,3,不会配平,108,1z,tedashi,1775703335,932.406,,1,3322.645,"[47,112,40,70,52,24,117,83,58,132,106,16,34]",,,,r579m 23r569p 39s 237z,,,,,,,,,,,,,,
20260409115526_0000_002,20260409115526_0000,20260409115526,0000,2,ff2,41,2p,tedashi,1775703339,1650.688,,0,,"[47,112,40,70,52,24,117,83,58,132,106,16,34]",,,,r579m 23r569p 39s 237z,,,,,,,,,,,,,,
20260409115526_0000_003,20260409115526_0000,20260409115526,0000,3,不会配平,12,4m,tedashi,1775703341,2089.316,,0,,"[47,112,40,70,52,24,117,83,58,132,106,16,34]",,,,r579m 23r569p 39s 237z,,,,,,,,,,,,,,
20260409115526_0000_004,20260409115526_0000,20260409115526,0000,0,s6u,112,2z,tedashi,1775703343,2203.802,,0,,"[47,112,40,70,52,24,117,83,58,132,106,16,34,11]",,,,3r579m 23r569p 39s 237z,,,,4,4,6,,0,,,,,,
20260409115526_0000_005,20260409115526_0000,20260409115526,0000,1,SweetBit,116,3z,tedashi,1775703344,1430.575,,0,,"[47,40,70,52,24,117,83,58,132,106,16,34,11]",,,,3r579m 23r569p 39s 37z,,,,,,,,,,,,,,
20260409115526_0000_006,20260409115526_0000,20260409115526,0000,2,ff2,105,9s,risekichu_hokan_tsumogiri,1775703346,1497.913,,0,,"[47,40,70,52,24,117,83,58,132,106,16,34,11]",,,,3r579m 23r569p 39s 37z,,,,,,,,,,,,,,
20260409115526_0000_007,20260409115526_0000,20260409115526,0000,3,不会配平,87,4s,tedashi,1775703348,2630.293,,0,,"[47,40,70,52,24,117,83,58,132,106,16,34,11]",,,,3r579m 23r569p 39s 37z,,,,,,,,,,,,,,
20260409115526_0000_008,20260409115526_0000,20260409115526,0000,0,s6u,70,9p,tedashi,1775703351,2333.385,,1,1148.695,"[47,40,70,52,24,117,83,58,132,106,16,34,11,81]",,,,3r579m 23r569p 339s 37z,,,,3,3,5,,0,,,,,,
20260409115526_0000_009,20260409115526_0000,20260409115526,0000,1,SweetBit,134,7z,tedashi,1775703359,6927.877,,2,915.15,"[47,40,52,24,117,83,58,132,106,16,34,11,81]",,,,3r579m 23r56p 339s 37z,,,,,,,,,,,,,,
20260409115526_0000_010,20260409115526_0000,20260409115526,0000,3,不会配平,107,9s,tedashi,1775703360,646.512,,0,,"[47,40,52,24,117,83,58,132,106,16,34,11,81]",,,,3r579m 23r56p 339s 37z,,,,,,,,,,,,,,
20260409115526_0000_011,20260409115526_0000,20260409115526,0000,0,s6u,132,7z,tedashi,1775703365,4784.145,,0,,"[47,40,52,24,117,83,58,132,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 37z,,,,2,2,5,,0,,,,,,
20260409115526_0000_012,20260409115526_0000,20260409115526,0000,1,SweetBit,103,8s,tedashi,1775703368,2647.069,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 3z,,,,,,,,,,,,,,
20260409115526_0000_013,20260409115526_0000,20260409115526,0000,2,ff2,21,6m,tedashi,1775703370,2100.417,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 3z,,,,,,,,,,,,,,
20260409115526_0000_014,20260409115526_0000,20260409115526,0000,3,不会配平,99,7s,risekichu_hokan_tsumogiri,1775703377,6710.619,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 3z,,,,,,,,,,,,,,
20260409115526_0000_015,20260409115526_0000,20260409115526,0000,0,s6u,113,2z,tsumogiri,1775703379,2702.585,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48,113]",,,,3r579m 234r56p 339s 23z,,,,2,2,5,,0,,,,,,
20260409115526_0000_016,20260409115526_0000,20260409115526,0000,1,SweetBit,30,8m,risekichu_hokan_tsumogiri,1775703382,3026.05,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 3z,,,,,,,,,,,,,,
20260409115526_0000_017,20260409115526_0000,20260409115526,0000,2,ff2,66,8p,risekichu_hokan_tsumogiri,1775703384,2065.39,,2,1029.147,"[47,40,52,24,117,83,58,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 3z,,,,,,,,,,,,,,
20260409115526_0000_018,20260409115526_0000,20260409115526,0000,3,不会配平,98,7s,tedashi,1775703387,1335.326,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48]",,,,3r579m 234r56p 339s 3z,,,,,,,,,,,,,,
20260409115526_0000_019,20260409115526_0000,20260409115526,0000,0,s6u,106,9s,tedashi,1775703389,2256.118,,0,,"[47,40,52,24,117,83,58,106,16,34,11,81,48,1]",,,,13r579m 234r56p 339s 3z,,,,2,2,5,,0,,,,,,
20260409115526_0000_020,20260409115526_0000,20260409115526,0000,1,SweetBit,120,4z,tedashi,1775703393,4384.131,,0,,"[47,40,52,24,117,83,58,16,34,11,81,48,1]",,,,13r579m 234r56p 33s 3z,,,,,,,,,,,,,,
20260409115526_0000_021,20260409115526_0000,20260409115526,0000,2,ff2,131,6z,tedashi,1775703395,1826.546,,0,,"[47,40,52,24,117,83,58,16,34,11,81,48,1]",,,,13r579m 234r56p 33s 3z,,,,,,,,,,,,,,
20260409115526_0000_022,20260409115526_0000,20260409115526,0000,3,不会配平,92,6s,tedashi,1775703398,2781.924,,0,,"[47,40,52,24,117,83,58,16,34,11,81,48,1]",,,,13r579m 234r56p 33s 3z,,,,,,,,,,,,,,
20260409115526_0001_000,20260409115526_0001,20260409115526,0001,2,ff2,118,3z,tedashi,1775703414,,,0,,"[56,71,61,87,26,4,57,11,5,132,31,98,65]",,,,22378m 66789p 47s 7z,,,,,,,,,,,,,,
20260409115526_0001_001,20260409115526_0001,20260409115526,0001,3,不会配平,35,9m,tedashi,1775703415,1222.26,,6,207.751,"[56,71,61,87,26,4,57,11,5,132,31,98,65]",,,,22378m 66789p 47s 7z,,,,,,,,,,,,,,
20260409115526_0001_002,20260409115526_0001,20260409115526,0001,0,s6u,132,7z,tedashi,1775703416,1199.2,,0,,"[56,71,61,87,26,4,57,11,5,132,31,98,65,52]",,,,22378m r566789p 47s 7z,,,,3,3,4,,0,,,,,,
20260409115526_0001_003,20260409115526_0001,20260409115526,0001,1,SweetBit,97,7s,tedashi,1775703426,9550.26,,0,,"[56,71,61,87,26,4,57,11,5,31,98,65,52]",,,,22378m r566789p 47s,,,,,,,,,,,,,,
20260409115526_0001_004,20260409115526_0001,20260409115526,0001,2,ff2,3,1m,tedashi,1775703428,2237.83,,0,,"[56,71,61,87,26,4,57,11,5,31,98,65,52]",,,,22378m r566789p 47s,,,,,,,,,,,,,,
20260409115526_0001_005,20260409115526_0001,20260409115526,0001,3,不会配平,28,8m,risekichu_hokan_tsumogiri,1775703430,1932.309,,0,,"[56,71,61,87,26,4,57,11,5,31,98,65,52]",,,,22378m r566789p 47s,,,,,,,,,,,,,,
20260409115526_0001_006,20260409115526_0001,20260409115526,0001,0,s6u,87,4s,tedashi,1775703438,7418.007,,0,,"[56,71,61,87,26,4,57,11,5,31,98,65,52,50]",,,,22378m 4r566789p 47s,,,,2,2,4,,0,,,,,,
20260409115526_0001_007,20260409115526_0001,20260409115526,0001,1,SweetBit,133,7z,tedashi,1775703440,2613.917,,0,,"[56,71,61,26,4,57,11,5,31,98,65,52,50]",,,,22378m 4r566789p 7s,,,,,,,,,,,,,,
20260409115526_0001_008,20260409115526_0001,20260409115526,0001,2,ff2,33,9m,tedashi,1775703442,1905.83,,0,,"[56,71,61,26,4,57,11,5,31,98,65,52,50]",,,,22378m 4r566789p 7s,,,,,,,,,,,,,,
20260409115526_0001_009,20260409115526_0001,20260409115526,0001,3,不会配平,6,2m,tedashi,1775703445,2590.541,,6,214.287,"[56,71,61,26,4,57,11,5,31,98,65,52,50]",,,,22378m 4r566789p 7s,,,,,,,,,,,,,,
20260409115526_0001_010,20260409115526_0001,20260409115526,0001,0,s6u,11,3m,tedashi,1775703456,11319.731,,0,,"[56,71,61,26,4,57,11,5,31,98,65,52,50,100]",,,,22378m 4r566789p 78s,,,,1,1,4,,0,,,,,,
20260409115526_0001_011,20260409115526_0001,20260409115526,0001,1,SweetBit,126,5z,tedashi,1775703462,5609.12,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_012,20260409115526_0001,20260409115526,0001,2,ff2,7,2m,risekichu_hokan_tsumogiri,1775703464,1616.337,,6,199.762,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_013,20260409115526_0001,20260409115526,0001,3,不会配平,101,8s,risekichu_hokan_tsumogiri,1775703465,1531.067,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_014,20260409115526_0001,20260409115526,0001,0,s6u,119,3z,tsumogiri,1775703467,1586.22,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100,119]",,,,2278m 4r566789p 78s 3z,,,,1,1,4,,0,3z,4336pt,9p,4165pt,6p,3885pt
20260409115526_0001_015,20260409115526_0001,20260409115526,0001,1,SweetBit,78,2s,tedashi,1775703474,7044.82,,1,1002.009,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_016,20260409115526_0001,20260409115526,0001,2,ff2,125,5z,tedashi,1775703478,3091.466,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_017,20260409115526_0001,20260409115526,0001,3,不会配平,127,5z,tedashi,1775703481,3161.856,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_018,20260409115526_0001,20260409115526,0001,0,s6u,0,1m,tsumogiri,1775703486,4487.016,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100,0]",,,,12278m 4r566789p 78s,,,,1,1,4,,0,1m,4177pt,9p,4010pt,6p,3740pt
20260409115526_0001_019,20260409115526_0001,20260409115526,0001,1,SweetBit,10,3m,tedashi,1775703488,2005.123,,1,1051.675,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_020,20260409115526_0001,20260409115526,0001,2,ff2,103,8s,tedashi,1775703491,2053.946,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_021,20260409115526_0001,20260409115526,0001,3,不会配平,123,4z,tedashi,1775703492,1378.368,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_022,20260409115526_0001,20260409115526,0001,0,s6u,60,7p,tsumogiri,1775703500,8263.04,,2,1305.989,"[56,71,61,26,4,57,5,31,98,65,52,50,100,60]",,,,2278m 4r5667789p 78s,,,,1,1,3,,0,7p,3983pt,4p,3978pt,9p,3932pt
20260409115526_0001_023,20260409115526_0001,20260409115526,0001,1,SweetBit,122,4z,tedashi,1775703503,1041.859,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_024,20260409115526_0001,20260409115526,0001,2,ff2,45,3p,tedashi,1775703507,4140.773,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_025,20260409115526_0001,20260409115526,0001,3,不会配平,83,3s,risekichu_hokan_tsumogiri,1775703508,1569.441,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_026,20260409115526_0001,20260409115526,0001,0,s6u,40,2p,tsumogiri,1775703516,7248.496,,1,3120.922,"[56,71,61,26,4,57,5,31,98,65,52,50,100,40]",,,,2278m 24r566789p 78s,,,,1,1,4,,0,2p,4369pt,9p,4181pt,6p,3888pt
20260409115526_0001_027,20260409115526_0001,20260409115526,0001,1,SweetBit,46,3p,risekichu_hokan_tsumogiri,1775703520,1285.695,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_028,20260409115526_0001,20260409115526,0001,2,ff2,63,7p,tedashi,1775703522,1841.006,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_029,20260409115526_0001,20260409115526,0001,3,不会配平,114,2z,tedashi,1775703524,1976.815,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_030,20260409115526_0001,20260409115526,0001,0,s6u,96,7s,tsumogiri,1775703529,5275.473,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100,96]",,,,2278m 4r566789p 778s,,,,1,1,3,,1,7s,4159pt,9p,4018pt,6p,3691pt
20260409115526_0001_031,20260409115526_0001,20260409115526,0001,1,SweetBit,94,6s,risekichu_hokan_tsumogiri,1775703531,1863.021,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_032,20260409115526_0001,20260409115526,0001,2,ff2,116,3z,tedashi,1775703533,2123.736,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_033,20260409115526_0001,20260409115526,0001,3,不会配平,32,9m,risekichu_hokan_tsumogiri,1775703535,1510.068,,6,211.044,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_034,20260409115526_0001,20260409115526,0001,0,s6u,130,6z,tsumogiri,1775703536,1272.629,,2,1575.993,"[56,71,61,26,4,57,5,31,98,65,52,50,100,130]",,,,2278m 4r566789p 78s 6z,,,,1,1,4,,0,6z,3197pt,9p,3109pt,6p,2789pt
20260409115526_0001_035,20260409115526_0001,20260409115526,0001,2,ff2,135,7z,tedashi,1775703539,1117.832,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_036,20260409115526_0001,20260409115526,0001,3,不会配平,15,4m,tedashi,1775703542,2786.525,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_037,20260409115526_0001,20260409115526,0001,0,s6u,121,4z,tsumogiri,1775703548,5887.193,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100,121]",,,,2278m 4r566789p 78s 4z,,,,1,1,4,,0,4z,3037pt,9p,2951pt,6p,2650pt
20260409115526_0001_038,20260409115526_0001,20260409115526,0001,1,SweetBit,24,7m,risekichu_hokan_tsumogiri,1775703551,3279.317,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_039,20260409115526_0001,20260409115526,0001,2,ff2,48,4p,risekichu_hokan_tsumogiri,1775703552,1375.435,,2,4529.642,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_040,20260409115526_0001,20260409115526,0001,3,不会配平,43,2p,tedashi,1775703558,835.971,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100]",,,,2278m 4r566789p 78s,,,,,,,,,,,,,,
20260409115526_0001_041,20260409115526_0001,20260409115526,0001,0,s6u,57,6p,tedashi,1775703564,6084.104,,0,,"[56,71,61,26,4,57,5,31,98,65,52,50,100,47]",,,,2278m 34r566789p 78s,,,,1,1,4,,0,6p,2898pt,3p,2890pt,9p,2804pt
20260409115526_0001_042,20260409115526_0001,20260409115526,0001,1,SweetBit,67,8p,risekichu_hokan_tsumogiri,1775703566,2225.731,,0,,"[56,71,61,26,4,5,31,98,65,52,50,100,47]",,,,2278m 34r56789p 78s,,,,,,,,,,,,,,
20260409115526_0001_043,20260409115526_0001,20260409115526,0001,2,ff2,64,8p,risekichu_hokan_tsumogiri,1775703567,1404.205,,6,297.018,"[56,71,61,26,4,5,31,98,65,52,50,100,47]",,,,2278m 34r56789p 78s,,,,,,,,,,,,,,
20260409115526_0001_044,20260409115526_0001,20260409115526,0001,3,不会配平,134,7z,risekichu_hokan_tsumogiri,1775703569,986.872,,0,,"[56,71,61,26,4,5,31,98,65,52,50,100,47]",,,,2278m 34r56789p 78s,,,,,,,,,,,,,,
20260409115526_0001_045,20260409115526_0001,20260409115526,0001,0,s6u,84,4s,tsumogiri,1775703570,1447.436,,0,,"[56,71,61,26,4,5,31,98,65,52,50,100,47,84]",,,,2278m 34r56789p 478s,,,,1,1,5,,0,4s,2572pt,9p,2486pt,3p,2170pt
20260409115526_0100_000,20260409115526_0100,20260409115526,0100,3,不会配平,112,2z,tedashi,1775703579,,,0,,"[30,81,118,67,83,134,93,107,60,22,92,7,1]",,,,1268m 78p 33669s 37z,,,,,,,,,,,,,,
20260409115526_0100_001,20260409115526_0100,20260409115526,0100,0,s6u,118,3z,tedashi,1775703581,1415.779,,0,,"[30,81,118,67,83,134,93,107,60,22,92,7,1,129]",,,,1268m 78p 33669s 367z,,,,3,3,4,,0,,,,,,
20260409115526_0100_002,20260409115526_0100,20260409115526,0100,1,SweetBit,105,9s,tedashi,1775703584,2996.941,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,129]",,,,1268m 78p 33669s 67z,,,,,,,,,,,,,,
20260409115526_0100_003,20260409115526_0100,20260409115526,0100,2,ff2,72,1s,tedashi,1775703585,1568.864,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,129]",,,,1268m 78p 33669s 67z,,,,,,,,,,,,,,
20260409115526_0100_004,20260409115526_0100,20260409115526,0100,3,不会配平,110,1z,tedashi,1775703587,2112.993,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,129]",,,,1268m 78p 33669s 67z,,,,,,,,,,,,,,
20260409115526_0100_005,20260409115526_0100,20260409115526,0100,0,s6u,129,6z,tedashi,1775703591,3516.555,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,129,98]",,,,1268m 78p 336679s 67z,,,,3,3,4,,0,,,,,,
20260409115526_0100_006,20260409115526_0100,20260409115526,0100,1,SweetBit,74,1s,risekichu_hokan_tsumogiri,1775703595,3685.0,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,98]",,,,1268m 78p 336679s 7z,,,,,,,,,,,,,,
20260409115526_0100_007,20260409115526_0100,20260409115526,0100,2,ff2,29,8m,risekichu_hokan_tsumogiri,1775703597,2336.325,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,98]",,,,1268m 78p 336679s 7z,,,,,,,,,,,,,,
20260409115526_0100_008,20260409115526_0100,20260409115526,0100,3,不会配平,59,6p,tedashi,1775703599,2047.812,,6,205.119,"[30,81,67,83,134,93,107,60,22,92,7,1,98]",,,,1268m 78p 336679s 7z,,,,,,,,,,,,,,
20260409115526_0100_009,20260409115526_0100,20260409115526,0100,0,s6u,134,7z,tedashi,1775703604,4427.692,,0,,"[30,81,67,83,134,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s 7z,,,,2,2,4,,0,7z,1415pt,9s,1367pt,6s,1304pt
20260409115526_0100_010,20260409115526_0100,20260409115526,0100,1,SweetBit,125,5z,tedashi,1775703607,3442.696,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s,,,,,,,,,,,,,,
20260409115526_0100_011,20260409115526_0100,20260409115526,0100,2,ff2,5,2m,tedashi,1775703609,2171.351,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s,,,,,,,,,,,,,,
20260409115526_0100_012,20260409115526_0100,20260409115526,0100,3,不会配平,51,4p,tedashi,1775703613,3443.518,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s,,,,,,,,,,,,,,
20260409115526_0100_013,20260409115526_0100,20260409115526,0100,0,s6u,75,1s,tsumogiri,1775703617,4006.898,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102,75]",,,,1268m 78p 13366789s,,,,2,2,4,,0,1s,1344pt,9s,1325pt,6s,1271pt
20260409115526_0100_014,20260409115526_0100,20260409115526,0100,1,SweetBit,133,7z,risekichu_hokan_tsumogiri,1775703620,3551.618,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s,,,,,,,,,,,,,,
20260409115526_0100_015,20260409115526_0100,20260409115526,0100,2,ff2,19,5m,tedashi,1775703623,2928.894,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s,,,,,,,,,,,,,,
20260409115526_0100_016,20260409115526_0100,20260409115526,0100,3,不会配平,111,1z,risekichu_hokan_tsumogiri,1775703626,2491.948,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102]",,,,1268m 78p 3366789s,,,,,,,,,,,,,,
20260409115526_0100_017,20260409115526_0100,20260409115526,0100,0,s6u,107,9s,tedashi,1775703631,5747.143,,0,,"[30,81,67,83,93,107,60,22,92,7,1,98,102,15]",,,,12468m 78p 3366789s,,,,2,2,4,,0,9s,1388pt,6s,1327pt,4m,1282pt
20260409115526_0100_018,20260409115526_0100,20260409115526,0100,1,SweetBit,17,5m,risekichu_hokan_tsumogiri,1775703637,5253.83,,0,,"[30,81,67,83,93,60,22,92,7,1,98,102,15]",,,,12468m 78p 336678s,,,,,,,,,,,,,,
20260409115526_0100_019,20260409115526_0100,20260409115526,0100,2,ff2,13,4m,tedashi,1775703639,1954.786,,1,1084.867,"[30,81,67,83,93,60,22,92,7,1,98,102,15]",,,,12468m 78p 336678s,,,,,,,,,,,,,,
20260409115526_0100_020,20260409115526_0100,20260409115526,0100,3,不会配平,23,6m,risekichu_hokan_tsumogiri,1775703641,1076.803,,0,,"[30,81,67,83,93,60,22,92,7,1,98,102,15]",,,,12468m 78p 336678s,,,,,,,,,,,,,,
