discard_id,kyoku_id,hanchan_id,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag
20260403194456_0001_038,20260403194456_0001,20260403194456,0001,3,雀雀雀～,28,8m,tedashi,1775213377,2642.044,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,25,46]","[9,45,16,54,64,2,84,109,47,110,61,17,5]","[108,130,18,67,66,92,131,88,59,50,103,91,28,56]",39m 17p 345889s 167z,667m 1334r5p 67789s,123r55m 33578p 4s 11z,58m 46688p r5568s 166z,2,3,2,,0
20260403194456_0001_039,20260403194456_0001,20260403194456,0001,0,パシフィック,55,5p,tsumogiri,1775213378,695.324,,3,740.441,"[10,32,36,62,81,85,90,101,102,105,111,129,134,55]","[52,99,44,20,51,22,97,94,38,107,100,25,46]","[9,45,16,54,64,2,84,109,47,110,61,17,5]","[108,130,18,67,66,92,131,88,59,50,103,91,56]",39m 157p 345889s 167z,667m 1334r5p 67789s,123r55m 33578p 4s 11z,5m 46688p r5568s 166z,4,4,5,,0
20260403194456_0001_040,20260403194456_0001,20260403194456,0001,1,somen99,25,7m,tedashi,1775213384,5408.971,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,25,46,69]","[9,45,16,54,64,2,84,109,47,110,61,17,5]","[108,130,18,67,66,92,131,88,59,50,103,91,56]",39m 17p 345889s 167z,667m 1334r59p 67789s,123r55m 33578p 4s 11z,5m 46688p r5568s 166z,1,1,3,,0
20260403194456_0001_041,20260403194456_0001,20260403194456,0001,2,ぐんまのかぜ,84,4s,tedashi,1775213386,1968.529,,3,1421.845,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,84,109,47,110,61,17,5,48]","[108,130,18,67,66,92,131,88,59,50,103,91,56]",39m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 334578p 4s 11z,5m 46688p r5568s 166z,1,1,3,,0
20260403194456_0001_042,20260403194456_0001,20260403194456,0001,3,雀雀雀～,106,9s,risekichu_hokan_tsumogiri,1775213389,1411.349,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,109,47,110,61,17,5,48]","[108,130,18,67,66,92,131,88,59,50,103,91,56,106]",39m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 334578p 11z,5m 46688p r55689s 166z,2,3,2,,0
20260403194456_0001_043,20260403194456_0001,20260403194456,0001,0,パシフィック,34,9m,tsumogiri,1775213389,682.067,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134,34]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,109,47,110,61,17,5,48]","[108,130,18,67,66,92,131,88,59,50,103,91,56]",399m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 334578p 11z,5m 46688p r5568s 166z,4,4,4,,0
20260403194456_0001_044,20260403194456_0001,20260403194456,0001,1,somen99,76,2s,risekichu_hokan_tsumogiri,1775213392,2241.046,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69,76]","[9,45,16,54,64,2,109,47,110,61,17,5,48]","[108,130,18,67,66,92,131,88,59,50,103,91,56]",39m 17p 345889s 167z,66m 1334r59p 267789s,123r55m 334578p 11z,5m 46688p r5568s 166z,1,1,3,,0
20260403194456_0001_045,20260403194456_0001,20260403194456,0001,2,ぐんまのかぜ,82,3s,risekichu_hokan_tsumogiri,1775213394,2226.475,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,109,47,110,61,17,5,48,82]","[108,130,18,67,66,92,131,88,59,50,103,91,56]",39m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 334578p 3s 11z,5m 46688p r5568s 166z,1,1,3,,0
20260403194456_0001_046,20260403194456_0001,20260403194456,0001,3,雀雀雀～,108,1z,tedashi,1775213396,2063.226,,2,1788.848,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,109,47,110,61,17,5,48]","[108,130,18,67,66,92,131,88,59,50,103,91,56,14]",39m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 334578p 11z,45m 46688p r5568s 166z,2,3,2,,0
20260403194456_0001_047,20260403194456_0001,20260403194456,0001,2,ぐんまのかぜ,47,3p,tedashi,1775213399,970.484,,3,1040.065,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,47,61,17,5,48]","[130,18,67,66,92,131,88,59,50,103,91,56,14]",39m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 334578p,45m 46688p r5568s 66z,0,0,,69p,0
20260403194456_0001_048,20260403194456_0001,20260403194456,0001,3,雀雀雀～,103,8s,tedashi,1775213402,1857.248,,3,196.637,"[10,32,36,62,81,85,90,101,102,105,111,129,134]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,61,17,5,48]","[130,18,67,66,92,131,88,59,50,103,91,56,14,49]",39m 17p 345889s 167z,66m 1334r59p 67789s,123r55m 34578p,45m 446688p r5568s 66z,1,3,1,,0
20260403194456_0001_049,20260403194456_0001,20260403194456,0001,0,パシフィック,57,6p,tsumogiri,1775213402,493.555,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134,57]","[52,99,44,20,51,22,97,94,38,107,100,46,69]","[9,45,16,54,64,2,61,17,5,48]","[130,18,67,66,92,131,88,59,50,91,56,14,49]",39m 167p 345889s 167z,66m 1334r59p 67789s,123r55m 34578p,45m 446688p r556s 66z,4,4,5,,0
20260403194456_0001_050,20260403194456_0001,20260403194456,0001,0,パシフィック,111,1z,tedashi,1775213418,7332.305,,0,,"[10,32,36,62,81,85,90,101,102,105,111,129,134,96]",,,,39m 17p 3457889s 167z,,,,4,4,5,,0
20260403194456_0001_051,20260403194456_0001,20260403194456,0001,1,somen99,69,9p,tedashi,1775213420,2158.256,,1,2503.409,"[10,32,36,62,81,85,90,101,102,105,129,134,96]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_052,20260403194456_0001,20260403194456,0001,2,ぐんまのかぜ,61,7p,tedashi,1775213424,1524.717,,0,,"[10,32,36,62,81,85,90,101,102,105,129,134,96]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_053,20260403194456_0001,20260403194456,0001,3,雀雀雀～,78,2s,risekichu_hokan_tsumogiri,1775213426,1922.926,,1,200.912,"[10,32,36,62,81,85,90,101,102,105,129,134,96]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_054,20260403194456_0001,20260403194456,0001,0,パシフィック,8,3m,tsumogiri,1775213427,484.571,,0,,"[10,32,36,62,81,85,90,101,102,105,129,134,96,8]",,,,339m 17p 3457889s 67z,,,,3,3,4,,0
20260403194456_0001_055,20260403194456_0001,20260403194456,0001,1,somen99,39,1p,risekichu_hokan_tsumogiri,1775213433,5904.313,,1,2332.974,"[10,32,36,62,81,85,90,101,102,105,129,134,96]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_056,20260403194456_0001,20260403194456,0001,2,ぐんまのかぜ,40,2p,risekichu_hokan_tsumogiri,1775213441,5935.399,,0,,"[10,32,36,62,81,85,90,101,102,105,129,134,96]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_057,20260403194456_0001,20260403194456,0001,3,雀雀雀～,86,4s,risekichu_hokan_tsumogiri,1775213444,2659.293,,1,209.224,"[10,32,36,62,81,85,90,101,102,105,129,134,96]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_058,20260403194456_0001,20260403194456,0001,0,パシフィック,33,9m,tsumogiri,1775213444,485.273,,0,,"[10,32,36,62,81,85,90,101,102,105,129,134,96,33]",,,,399m 17p 3457889s 67z,,,,3,3,4,,0
20260403194456_0001_060,20260403194456_0001,20260403194456,0001,2,ぐんまのかぜ,126,5z,risekichu_hokan_tsumogiri,1775213454,1706.135,,0,,"[10,32,36,62,81,85,90,96,101,102,105,129,134]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403194456_0001_061,20260403194456_0001,20260403194456,0001,3,雀雀雀～,127,5z,risekichu_hokan_tsumogiri,1775213458,1192.778,,0,,"[10,32,36,62,81,85,90,96,101,102,105,129,134]",,,,39m 17p 3457889s 67z,,,,,,,,
20260403195345_0000_000,20260403195345_0000,20260403195345,0000,2,Matchi,123,4z,tedashi,1775213634,9127.844,,0,,"[17,66,109,63,67,124,94,126,13,51,31,43,61]","[81,54,15,105,113,95,52,106,129,3,117,83,38]","[88,26,123,82,60,127,0,128,80,46,32,74,89,40]","[77,45,25,69,34,107,27,97,41,36,18,33,7]",458m 247788p 6s 155z,14m 1r55p 33699s 236z,179m 237p 133r55s 456z,257799m 1239p 279s,4,4,4,,0
20260403195345_0000_001,20260403195345_0000,20260403195345,0000,3,NoName,69,9p,tedashi,1775213638,3652.941,,3,2053.377,"[17,66,109,63,67,124,94,126,13,51,31,43,61]","[81,54,15,105,113,95,52,106,129,3,117,83,38]","[88,26,82,60,127,0,128,80,46,32,74,89,40]","[77,45,25,69,34,107,27,97,41,36,18,33,7,22]",458m 247788p 6s 155z,14m 1r55p 33699s 236z,179m 237p 133r55s 56z,2567799m 1239p 279s,2,2,4,,0
20260403195345_0000_002,20260403195345_0000,20260403195345,0000,0,パシフィック,94,6s,tedashi,1775213642,1760.37,,0,,"[17,66,109,63,67,124,94,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,117,83,38]","[88,26,82,60,127,0,128,80,46,32,74,89,40]","[77,45,25,34,107,27,97,41,36,18,33,7,22]",458m 247788p 6s 1155z,14m 1r55p 33699s 236z,179m 237p 133r55s 56z,2567799m 123p 279s,2,3,2,,0
20260403195345_0000_003,20260403195345_0000,20260403195345,0000,1,クニエ,117,3z,tedashi,1775213644,1924.137,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,117,83,38,103]","[88,26,82,60,127,0,128,80,46,32,74,89,40]","[77,45,25,34,107,27,97,41,36,18,33,7,22]",458m 247788p 1155z,14m 1r55p 336899s 236z,179m 237p 133r55s 56z,2567799m 123p 279s,3,4,3,,0
20260403195345_0000_004,20260403195345_0000,20260403195345,0000,2,Matchi,127,5z,tedashi,1775213646,2169.618,,3,208.09,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,83,38,103]","[88,26,82,60,127,0,128,80,46,32,74,89,40,11]","[77,45,25,34,107,27,97,41,36,18,33,7,22]",458m 247788p 1155z,14m 1r55p 336899s 26z,1379m 237p 133r55s 56z,2567799m 123p 279s,3,3,4,,0
20260403195345_0000_005,20260403195345_0000,20260403195345,0000,3,NoName,7,2m,tedashi,1775213651,4830.149,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,83,38,103]","[88,26,82,60,0,128,80,46,32,74,89,40,11]","[77,45,25,34,107,27,97,41,36,18,33,7,22,48]",458m 247788p 1155z,14m 1r55p 336899s 26z,1379m 237p 133r55s 6z,2567799m 1234p 279s,2,2,4,,0
20260403195345_0000_006,20260403195345_0000,20260403195345,0000,0,パシフィック,131,6z,tsumogiri,1775213652,732.37,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110,131]","[81,54,15,105,113,95,52,106,129,3,83,38,103]","[88,26,82,60,0,128,80,46,32,74,89,40,11]","[77,45,25,34,107,27,97,41,36,18,33,22,48]",458m 247788p 11556z,14m 1r55p 336899s 26z,1379m 237p 133r55s 6z,567799m 1234p 279s,2,3,2,,0
20260403195345_0000_007,20260403195345_0000,20260403195345,0000,1,クニエ,38,1p,tedashi,1775213655,3296.261,,3,1681.424,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,83,38,103,8]","[88,26,82,60,0,128,80,46,32,74,89,40,11]","[77,45,25,34,107,27,97,41,36,18,33,22,48]",458m 247788p 1155z,134m 1r55p 336899s 26z,1379m 237p 133r55s 6z,567799m 1234p 279s,3,3,3,,0
20260403195345_0000_008,20260403195345_0000,20260403195345,0000,2,Matchi,128,6z,tedashi,1775213659,2100.129,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,83,103,8]","[88,26,82,60,0,128,80,46,32,74,89,40,11,10]","[77,45,25,34,107,27,97,41,36,18,33,22,48]",458m 247788p 1155z,134m r55p 336899s 26z,13379m 237p 133r55s 6z,567799m 1234p 279s,3,3,3,,0
20260403195345_0000_009,20260403195345_0000,20260403195345,0000,3,NoName,107,9s,tedashi,1775213662,3182.374,,3,3898.216,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,83,103,8]","[88,26,82,60,0,80,46,32,74,89,40,11,10]","[77,45,25,34,107,27,97,41,36,18,33,22,48,93]",458m 247788p 1155z,134m r55p 336899s 26z,13379m 237p 133r55s,567799m 1234p 2679s,2,2,4,,0
20260403195345_0000_010,20260403195345_0000,20260403195345,0000,0,パシフィック,50,4p,tsumogiri,1775213666,209.161,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110,50]","[81,54,15,105,113,95,52,106,129,3,83,103,8]","[88,26,82,60,0,80,46,32,74,89,40,11,10]","[77,45,25,34,27,97,41,36,18,33,22,48,93]",458m 2447788p 1155z,134m r55p 336899s 26z,13379m 237p 133r55s,567799m 1234p 267s,1,3,1,,0
20260403195345_0000_011,20260403195345_0000,20260403195345,0000,1,クニエ,3,1m,tedashi,1775213670,4017.258,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,3,83,103,8,120]","[88,26,82,60,0,80,46,32,74,89,40,11,10]","[77,45,25,34,27,97,41,36,18,33,22,48,93]",458m 247788p 1155z,134m r55p 336899s 246z,13379m 237p 133r55s,567799m 1234p 267s,3,3,3,,0
20260403195345_0000_012,20260403195345_0000,20260403195345,0000,2,Matchi,32,9m,tedashi,1775213673,2923.599,,3,470.791,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,83,103,8,120]","[88,26,82,60,0,80,46,32,74,89,40,11,10,23]","[77,45,25,34,27,97,41,36,18,33,22,48,93]",458m 247788p 1155z,34m r55p 336899s 246z,133679m 237p 133r55s,567799m 1234p 267s,3,3,3,,0
20260403195345_0000_013,20260403195345_0000,20260403195345,0000,3,NoName,104,9s,risekichu_hokan_tsumogiri,1775213676,2394.726,,3,2228.777,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,83,103,8,120]","[88,26,82,60,0,80,46,74,89,40,11,10,23]","[77,45,25,34,27,97,41,36,18,33,22,48,93,104]",458m 247788p 1155z,34m r55p 336899s 246z,13367m 237p 133r55s,567799m 1234p 2679s,2,2,4,,0
20260403195345_0000_014,20260403195345_0000,20260403195345,0000,0,パシフィック,96,7s,tsumogiri,1775213678,214.605,,3,5185.553,"[17,66,109,63,67,124,126,13,51,31,43,61,110,96]","[81,54,15,105,113,95,52,106,129,83,103,8,120]","[88,26,82,60,0,80,46,74,89,40,11,10,23]","[77,45,25,34,27,97,41,36,18,33,22,48,93]",458m 247788p 7s 1155z,34m r55p 336899s 246z,13367m 237p 133r55s,567799m 1234p 267s,2,3,2,,0
20260403195345_0000_015,20260403195345_0000,20260403195345,0000,1,クニエ,129,6z,tedashi,1775213685,1460.006,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,129,83,103,8,120,1]","[88,26,82,60,0,80,46,74,89,40,11,10,23]","[77,45,25,34,27,97,41,36,18,33,22,48,93]",458m 247788p 1155z,134m r55p 336899s 246z,13367m 237p 133r55s,567799m 1234p 267s,3,3,3,,0
20260403195345_0000_016,20260403195345_0000,20260403195345,0000,2,Matchi,74,1s,tedashi,1775213689,3683.94,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,83,103,8,120,1]","[88,26,82,60,0,80,46,74,89,40,11,10,23,24]","[77,45,25,34,27,97,41,36,18,33,22,48,93]",458m 247788p 1155z,134m r55p 336899s 24z,133677m 237p 133r55s,567799m 1234p 267s,2,3,2,,0
20260403195345_0000_017,20260403195345_0000,20260403195345,0000,3,NoName,36,1p,tedashi,1775213695,6804.159,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,83,103,8,120,1]","[88,26,82,60,0,80,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,36,18,33,22,48,93,76]",458m 247788p 1155z,134m r55p 336899s 24z,133677m 237p 33r55s,567799m 1234p 2267s,1,1,3,,0
20260403195345_0000_018,20260403195345_0000,20260403195345,0000,0,パシフィック,58,6p,tsumogiri,1775213696,692.177,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110,58]","[81,54,15,105,113,95,52,106,83,103,8,120,1]","[88,26,82,60,0,80,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 2467788p 1155z,134m r55p 336899s 24z,133677m 237p 33r55s,567799m 234p 2267s,2,2,2,,0
20260403195345_0000_019,20260403195345_0000,20260403195345,0000,1,クニエ,1,1m,tedashi,1775213701,4493.037,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,83,103,8,120,1,85]","[88,26,82,60,0,80,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 1155z,134m r55p 3346899s 24z,133677m 237p 33r55s,567799m 234p 2267s,3,3,3,,0
20260403195345_0000_020,20260403195345_0000,20260403195345,0000,2,Matchi,79,2s,risekichu_hokan_tsumogiri,1775213705,4461.47,,3,1145.371,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,83,103,8,120,85]","[88,26,82,60,0,80,46,89,40,11,10,23,24,79]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 1155z,34m r55p 3346899s 24z,133677m 237p 233r55s,567799m 234p 2267s,2,3,2,,0
20260403195345_0000_021,20260403195345_0000,20260403195345,0000,3,NoName,6,2m,risekichu_hokan_tsumogiri,1775213709,2847.217,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,83,103,8,120,85]","[88,26,82,60,0,80,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76,6]",458m 247788p 1155z,34m r55p 3346899s 24z,133677m 237p 33r55s,2567799m 234p 2267s,1,1,3,,0
20260403195345_0000_022,20260403195345_0000,20260403195345,0000,0,パシフィック,21,6m,tsumogiri,1775213710,691.216,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110,21]","[81,54,15,105,113,95,52,106,83,103,8,120,85]","[88,26,82,60,0,80,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",4568m 247788p 1155z,34m r55p 3346899s 24z,133677m 237p 33r55s,567799m 234p 2267s,2,2,2,,0
20260403195345_0000_023,20260403195345_0000,20260403195345,0000,1,クニエ,81,3s,tedashi,1775213713,3244.677,,2,2417.142,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[81,54,15,105,113,95,52,106,83,103,8,120,85,47]","[88,26,82,60,0,80,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 1155z,34m 3r55p 3346899s 24z,133677m 237p 33r55s,567799m 234p 2267s,3,3,3,,1
20260403195345_0000_024,20260403195345_0000,20260403195345,0000,2,Matchi,0,1m,tedashi,1775213717,1778.793,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[54,15,105,113,95,52,106,83,103,8,120,85,47]","[88,26,60,0,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 1155z,34m 3r55p 346899s 24z,133677m 237p r55s,567799m 234p 2267s,2,2,,,0
20260403195345_0000_025,20260403195345_0000,20260403195345,0000,3,NoName,114,2z,risekichu_hokan_tsumogiri,1775213719,2129.363,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[54,15,105,113,95,52,106,83,103,8,120,85,47]","[88,26,60,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76,114]",458m 247788p 1155z,34m 3r55p 346899s 24z,33677m 237p r55s,567799m 234p 2267s 2z,1,1,3,,0
20260403195345_0000_026,20260403195345_0000,20260403195345,0000,0,パシフィック,130,6z,tsumogiri,1775213720,696.026,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110,130]","[54,15,105,113,95,52,106,83,103,8,120,85,47]","[88,26,60,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 11556z,34m 3r55p 346899s 24z,33677m 237p r55s,567799m 234p 2267s,2,3,2,,0
20260403195345_0000_027,20260403195345_0000,20260403195345,0000,1,クニエ,113,2z,tedashi,1775213723,2588.131,,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[54,15,105,113,95,52,106,83,103,8,120,85,47,98]","[88,26,60,46,89,40,11,10,23,24]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 1155z,34m 3r55p 3467899s 24z,33677m 237p r55s,567799m 234p 2267s,2,2,4,,0
20260403195345_0000_028,20260403195345_0000,20260403195345,0000,2,Matchi,60,7p,tedashi,1775213727,4170.746,,3,199.834,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[54,15,105,95,52,106,83,103,8,120,85,47,98]","[88,26,60,46,89,40,11,10,23,24,14]","[77,45,25,34,27,97,41,18,33,22,48,93,76]",458m 247788p 1155z,34m 3r55p 3467899s 4z,334677m 237p r55s,567799m 234p 2267s,2,2,,,0
20260403195345_0000_029,20260403195345_0000,20260403195345,0000,3,NoName,34,9m,tedashi,1775213736,4301.748,4603.515,0,,"[17,66,109,63,67,124,126,13,51,31,43,61,110]","[54,15,105,95,52,106,83,103,8,120,85,47,98]","[88,26,46,89,40,11,10,23,24,14]","[77,45,25,34,27,97,41,18,33,22,48,93,76,91]",458m 247788p 1155z,34m 3r55p 3467899s 4z,334677m 23p r55s,567799m 234p 22567s,0,0,3,8m,0
20260403195345_0000_031,20260403195345_0000,20260403195345,0000,1,クニエ,71,9p,risekichu_hokan_tsumogiri,1775213745,3788.478,,0,,"[13,17,31,43,51,61,63,66,67,109,110,124,126]","[54,15,105,95,52,106,83,103,8,120,85,47,98,71]","[88,26,46,89,40,11,10,23,24,14]","[77,45,25,27,97,41,18,33,22,48,93,76,91]",458m 247788p 1155z,34m 3r559p 3467899s 4z,334677m 23p r55s,56779m 234p 22567s,2,2,4,,0
20260403195345_0000_034,20260403195345_0000,20260403195345,0000,0,パシフィック,31,8m,tedashi,1775213766,4260.339,,0,,"[13,17,31,43,51,61,63,66,67,109,110,124,126,108]","[54,15,105,95,52,106,83,103,8,120,85,47,98]","[88,26,89,40,11,10,23,24,14,42]","[77,45,25,27,97,41,18,33,22,48,93,76,91]",458m 247788p 11155z,34m 3r55p 3467899s 4z,334677m 22p r55s,56779m 234p 22567s,2,2,2,,0
20260403195345_0100_000,20260403195345_0100,20260403195345,0100,3,NoName,32,9m,risekichu_hokan_tsumogiri,1775213778,0.0,,0,,"[128,112,9,37,2,41,92,121,90,86,43,46,61]","[99,82,45,15,111,24,1,22,98,113,72,132,96]","[105,84,123,11,114,57,70,34,5,101,3,30,20]","[89,88,44,38,49,52,54,27,108,125,28,75,48,32]",13m 12237p 456s 246z,1467m 3p 13777s 127z,123689m 69p 489s 24z,789m 1344r55p 1r55s 15z,2,2,3,,0
20260403195345_0100_001,20260403195345_0100,20260403195345,0100,0,パシフィック,112,2z,tedashi,1775213783,4792.694,,0,,"[128,112,9,37,2,41,92,121,90,86,43,46,61,36]","[99,82,45,15,111,24,1,22,98,113,72,132,96]","[105,84,123,11,114,57,70,34,5,101,3,30,20]","[89,88,44,38,49,52,54,27,108,125,28,75,48]",13m 112237p 456s 246z,1467m 3p 13777s 127z,123689m 69p 489s 24z,78m 1344r55p 1r55s 15z,2,2,4,,0
20260403195345_0100_002,20260403195345_0100,20260403195345,0100,1,クニエ,1,1m,tedashi,1775213789,6056.903,,3,1709.595,"[128,9,37,2,41,92,121,90,86,43,46,61,36]","[99,82,45,15,111,24,1,22,98,113,72,132,96,50]","[105,84,123,11,114,57,70,34,5,101,3,30,20]","[89,88,44,38,49,52,54,27,108,125,28,75,48]",13m 112237p 456s 46z,1467m 34p 13777s 127z,123689m 69p 489s 24z,78m 1344r55p 1r55s 15z,3,3,5,,0
20260403195345_0100_003,20260403195345_0100,20260403195345,0100,2,Matchi,114,2z,tedashi,1775213792,1296.757,,0,,"[128,9,37,2,41,92,121,90,86,43,46,61,36]","[99,82,45,15,111,24,22,98,113,72,132,96,50]","[105,84,123,11,114,57,70,34,5,101,3,30,20,69]","[89,88,44,38,49,52,54,27,108,125,28,75,48]",13m 112237p 456s 46z,467m 34p 13777s 127z,123689m 699p 489s 24z,78m 1344r55p 1r55s 15z,3,3,5,,0
20260403195345_0100_004,20260403195345_0100,20260403195345,0100,3,NoName,64,8p,risekichu_hokan_tsumogiri,1775213792,0.0,,0,,"[128,9,37,2,41,92,121,90,86,43,46,61,36]","[99,82,45,15,111,24,22,98,113,72,132,96,50]","[105,84,123,11,57,70,34,5,101,3,30,20,69]","[89,88,44,38,49,52,54,27,108,125,28,75,48,64]",13m 112237p 456s 46z,467m 34p 13777s 127z,123689m 699p 489s 4z,78m 1344r558p 1r55s 15z,3,3,3,,0
20260403195345_0100_005,20260403195345_0100,20260403195345,0100,0,パシフィック,128,6z,tedashi,1775213794,2241.521,,0,,"[128,9,37,2,41,92,121,90,86,43,46,61,36,78]","[99,82,45,15,111,24,22,98,113,72,132,96,50]","[105,84,123,11,57,70,34,5,101,3,30,20,69]","[89,88,44,38,49,52,54,27,108,125,28,75,48]",13m 112237p 2456s 46z,467m 34p 13777s 127z,123689m 699p 489s 4z,78m 1344r55p 1r55s 15z,2,2,4,,0
20260403195345_0100_006,20260403195345_0100,20260403195345,0100,1,クニエ,15,4m,tedashi,1775213797,2492.761,,3,1887.557,"[9,37,2,41,92,121,90,86,43,46,61,36,78]","[99,82,45,15,111,24,22,98,113,72,132,96,50,66]","[105,84,123,11,57,70,34,5,101,3,30,20,69]","[89,88,44,38,49,52,54,27,108,125,28,75,48]",13m 112237p 2456s 4z,467m 348p 13777s 127z,123689m 699p 489s 4z,78m 1344r55p 1r55s 15z,3,3,5,,0
